1.234303e+01	1.816683e+01
4.043956e+00	1.891709e+01
9.971086e+00	2.992680e+01
1.345933e+01	1.557248e+01
1.014072e+01	2.014369e+01
1.018771e+01	1.901638e+01
9.617911e+00	2.078575e+01
1.577367e+01	2.051782e+01
1.349262e+01	2.159457e+01
1.420528e+01	2.181340e+01
6.346063e+00	1.876529e+01
9.396062e+00	1.719888e+01
1.377508e+01	2.248010e+01
1.191449e+01	1.481318e+01
1.002169e+01	2.431089e+01
1.202289e+01	2.269960e+01
9.854449e+00	2.006421e+01
1.942567e+01	1.382432e+01
9.570584e+00	1.698034e+01
7.422708e+00	1.708245e+01
1.377715e+01	1.826797e+01
8.511198e+00	2.132187e+01
1.093609e+01	1.521297e+01
1.385781e+01	2.227302e+01
8.916292e+00	1.957267e+01
9.854718e+00	1.548016e+01
8.819865e+00	1.949042e+01
1.084186e+01	1.739542e+01
1.251827e+01	1.090628e+01
2.994926e+00	2.048941e+01
1.044390e+01	1.496012e+01
6.075171e+00	1.743772e+01
1.053392e+01	1.381805e+01
1.083770e+01	1.926582e+01
1.255754e+01	2.945585e+01
1.154184e+00	2.432601e+01
1.677041e+01	2.382447e+01
1.209950e+01	2.548166e+01
8.386884e+00	1.965493e+01
8.873538e+00	1.994715e+01
1.140376e+01	2.062772e+01
9.930576e+00	2.019730e+01
1.592708e+01	1.594990e+01
3.151497e+00	2.440112e+01
1.754958e+01	1.650199e+01
1.481354e+01	2.156169e+01
1.102380e+01	1.795199e+01
8.766971e+00	2.237846e+01
1.045514e+01	1.987564e+01
8.436262e+00	2.437115e+01
8.748505e+00	1.729404e+01
1.813483e+01	1.428111e+01
6.487834e+00	2.409704e+01
9.878001e+00	2.016273e+01
9.972284e+00	2.021632e+01
6.312710e+00	1.890808e+01
1.004910e+01	2.021863e+01
1.533954e+01	1.800602e+01
1.036512e+01	2.673946e+01
1.101676e+01	2.207514e+01
1.868135e+01	1.649517e+01
1.650945e+01	2.567795e+01
9.434452e+00	1.949028e+01
5.952553e+00	1.437653e+01
1.906499e+01	2.035158e+01
1.006371e+01	1.838263e+01
6.371541e+00	1.669383e+01
6.214360e+00	1.512910e+01
1.699182e+01	2.017607e+01
6.382124e+00	2.373984e+01
8.890379e+00	7.850330e+00
8.691803e+00	1.849314e+01
9.933774e+00	2.090221e+01
1.001658e+01	2.001397e+01
-1.885209e+00	1.892080e+01
1.063006e+01	2.086247e+01
1.000139e+01	1.999246e+01
1.509466e+01	2.148364e+01
7.809311e+00	1.968663e+01
1.098135e+01	2.064348e+01
1.706717e+01	1.434537e+01
5.861943e+00	2.523857e+01
1.276364e+01	2.027681e+01
1.608347e+01	2.284367e+01
3.872018e+00	1.399034e+01
1.009517e+01	2.152375e+01
1.046127e+01	2.263315e+01
1.144181e+00	2.299474e+01
9.731038e+00	2.481724e+01
7.244820e+00	1.964379e+01
1.330800e+01	2.078967e+01
1.107874e+01	1.847493e+01
3.118621e+00	2.267956e+01
1.016788e+01	1.971684e+01
2.115731e+01	1.664104e+01
1.681701e+01	2.195558e+01
6.075192e+00	2.217532e+01
9.193798e+00	2.093211e+01
9.849679e+00	2.723229e+01
6.492176e+00	1.794784e+01
5.028235e+00	2.321022e+01
3.991836e+00	2.190891e+01
7.386895e+00	1.801202e+01
8.285728e+00	2.220845e+01
